type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	4167	3883	318	24605	0.9291	0.1363	0.2377	0
INS	0	0	0	17352	NA	0	NA	0
DEL	4167	3883	318	7253	0.9291	0.3487	0.5071	0
Total	4167	3883	318	24605	0.9291	0.1363	0.2377	2
INS	0	0	0	17352	NA	0	NA	2
DEL	4167	3883	318	7253	0.9291	0.3487	0.5071	2
Total	4167	3883	318	24605	0.9291	0.1363	0.2377	3
INS	0	0	0	17352	NA	0	NA	3
DEL	4167	3883	318	7253	0.9291	0.3487	0.5071	3
Total	4167	3883	318	24605	0.9291	0.1363	0.2377	4
INS	0	0	0	17352	NA	0	NA	4
DEL	4167	3883	318	7253	0.9291	0.3487	0.5071	4
Total	4134	3855	313	24633	0.9296	0.1353	0.2362	5
INS	0	0	0	17352	NA	0	NA	5
DEL	4134	3855	313	7281	0.9296	0.3462	0.5045	5
Total	4113	3835	301	24653	0.9318	0.1346	0.2352	7
INS	0	0	0	17352	NA	0	NA	7
DEL	4113	3835	301	7301	0.9318	0.3444	0.5029	7
Total	4087	3809	295	24679	0.9327	0.1337	0.2339	10
INS	0	0	0	17352	NA	0	NA	10
DEL	4087	3809	295	7327	0.9327	0.342	0.5005	10
Total	4086	3808	293	24680	0.9331	0.1337	0.2339	12
INS	0	0	0	17352	NA	0	NA	12
DEL	4086	3808	293	7328	0.9331	0.342	0.5005	12
Total	4062	3788	285	24700	0.9344	0.133	0.2329	14
INS	0	0	0	17352	NA	0	NA	14
DEL	4062	3788	285	7348	0.9344	0.3402	0.4988	14
Total	3971	3699	268	24789	0.9368	0.1298	0.228	21
INS	0	0	0	17352	NA	0	NA	21
DEL	3971	3699	268	7437	0.9368	0.3322	0.4905	21
Total	3911	3640	254	24848	0.939	0.1278	0.225	27
INS	0	0	0	17352	NA	0	NA	27
DEL	3911	3640	254	7496	0.939	0.3269	0.485	27
Total	3825	3570	235	24918	0.9421	0.1253	0.2212	35
INS	0	0	0	17352	NA	0	NA	35
DEL	3825	3570	235	7566	0.9421	0.3206	0.4784	35
Total	3736	3483	222	25005	0.9439	0.1223	0.2165	45
INS	0	0	0	17352	NA	0	NA	45
DEL	3736	3483	222	7653	0.9439	0.3128	0.4699	45
Total	3701	3449	220	25039	0.9439	0.1211	0.2147	50
INS	0	0	0	17352	NA	0	NA	50
DEL	3701	3449	220	7687	0.9439	0.3097	0.4664	50
Total	3598	3355	207	25133	0.9456	0.1178	0.2095	60
INS	0	0	0	17352	NA	0	NA	60
DEL	3598	3355	207	7781	0.9456	0.3013	0.457	60
Total	3462	3226	190	25262	0.948	0.1132	0.2022	75
INS	0	0	0	17352	NA	0	NA	75
DEL	3462	3226	190	7910	0.948	0.2897	0.4438	75
Total	3326	3095	172	25393	0.9508	0.1086	0.1949	90
INS	0	0	0	17352	NA	0	NA	90
DEL	3326	3095	172	8041	0.9508	0.2779	0.4301	90
Total	3262	3037	161	25451	0.953	0.1066	0.1918	99
INS	0	0	0	17352	NA	0	NA	99
DEL	3262	3037	161	8099	0.953	0.2727	0.4241	99
Total	3200	2966	154	25522	0.9541	0.1041	0.1877	110
INS	0	0	0	17352	NA	0	NA	110
DEL	3200	2966	154	8170	0.9541	0.2663	0.4164	110
Total	3026	2801	134	25687	0.9576	0.0983	0.1783	133
INS	0	0	0	17352	NA	0	NA	133
DEL	3026	2801	134	8335	0.9576	0.2515	0.3984	133
Total	2774	2560	116	25928	0.9599	0.0899	0.1644	167
INS	0	0	0	17352	NA	0	NA	167
DEL	2774	2560	116	8576	0.9599	0.2299	0.371	167
Total	2625	2430	113	26058	0.9587	0.0853	0.1567	180
INS	0	0	0	17352	NA	0	NA	180
DEL	2625	2430	113	8706	0.9587	0.2182	0.3555	180
Total	2207	2054	81	26434	0.9646	0.0721	0.1342	250
INS	0	0	0	17352	NA	0	NA	250
DEL	2207	2054	81	9082	0.9646	0.1844	0.3096	250
Total	1702	1589	62	26899	0.9649	0.0558	0.1055	350
INS	0	0	0	17352	NA	0	NA	350
DEL	1702	1589	62	9547	0.9649	0.1427	0.2486	350
Total	1294	1224	35	27264	0.9737	0.043	0.0824	450
INS	0	0	0	17352	NA	0	NA	450
DEL	1294	1224	35	9912	0.9737	0.1099	0.1975	450
Total	983	930	29	27558	0.9713	0.0326	0.0631	550
INS	0	0	0	17352	NA	0	NA	550
DEL	983	930	29	10206	0.9713	0.0835	0.1538	550
Total	729	690	17	27798	0.9772	0.0242	0.0472	650
INS	0	0	0	17352	NA	0	NA	650
DEL	729	690	17	10446	0.9772	0.062	0.1166	650
