type	TP	TP.baseline	FP	FN	precision	recall	F1	qual
Total	1682	1496	67	5347	0.9617	0.2186	0.3562	0
INS	0	0	0	4885	NA	0	NA	0
DEL	1682	1496	67	462	0.9617	0.764	0.8515	0
Total	1682	1496	67	5347	0.9617	0.2186	0.3562	2
INS	0	0	0	4885	NA	0	NA	2
DEL	1682	1496	67	462	0.9617	0.764	0.8515	2
Total	1682	1496	67	5347	0.9617	0.2186	0.3562	3
INS	0	0	0	4885	NA	0	NA	3
DEL	1682	1496	67	462	0.9617	0.764	0.8515	3
Total	1682	1496	67	5347	0.9617	0.2186	0.3562	4
INS	0	0	0	4885	NA	0	NA	4
DEL	1682	1496	67	462	0.9617	0.764	0.8515	4
Total	1669	1489	66	5354	0.962	0.2176	0.3549	5
INS	0	0	0	4885	NA	0	NA	5
DEL	1669	1489	66	469	0.962	0.7605	0.8495	5
Total	1661	1482	66	5361	0.9618	0.2166	0.3536	7
INS	0	0	0	4885	NA	0	NA	7
DEL	1661	1482	66	476	0.9618	0.7569	0.8471	7
Total	1654	1478	65	5365	0.9622	0.216	0.3528	10
INS	0	0	0	4885	NA	0	NA	10
DEL	1654	1478	65	480	0.9622	0.7549	0.846	10
Total	1653	1477	64	5366	0.9627	0.2158	0.3526	12
INS	0	0	0	4885	NA	0	NA	12
DEL	1653	1477	64	481	0.9627	0.7543	0.8459	12
Total	1645	1470	62	5373	0.9637	0.2148	0.3513	14
INS	0	0	0	4885	NA	0	NA	14
DEL	1645	1470	62	488	0.9637	0.7508	0.844	14
Total	1613	1442	60	5401	0.9641	0.2107	0.3458	21
INS	0	0	0	4885	NA	0	NA	21
DEL	1613	1442	60	516	0.9641	0.7365	0.8351	21
Total	1597	1428	60	5415	0.9638	0.2087	0.3431	27
INS	0	0	0	4885	NA	0	NA	27
DEL	1597	1428	60	530	0.9638	0.7293	0.8303	27
Total	1557	1402	57	5441	0.9647	0.2049	0.338	35
INS	0	0	0	4885	NA	0	NA	35
DEL	1557	1402	57	556	0.9647	0.716	0.8219	35
Total	1516	1368	55	5475	0.965	0.1999	0.3312	45
INS	0	0	0	4885	NA	0	NA	45
DEL	1516	1368	55	590	0.965	0.6987	0.8105	45
Total	1508	1362	55	5481	0.9648	0.199	0.3299	50
INS	0	0	0	4885	NA	0	NA	50
DEL	1508	1362	55	596	0.9648	0.6956	0.8084	50
Total	1461	1324	54	5519	0.9644	0.1935	0.3223	60
INS	0	0	0	4885	NA	0	NA	60
DEL	1461	1324	54	634	0.9644	0.6762	0.795	60
Total	1402	1273	52	5570	0.9642	0.186	0.3118	75
INS	0	0	0	4885	NA	0	NA	75
DEL	1402	1273	52	685	0.9642	0.6502	0.7767	75
Total	1355	1233	50	5610	0.9644	0.1802	0.3037	90
INS	0	0	0	4885	NA	0	NA	90
DEL	1355	1233	50	725	0.9644	0.6297	0.7619	90
Total	1333	1212	46	5631	0.9666	0.1771	0.2994	99
INS	0	0	0	4885	NA	0	NA	99
DEL	1333	1212	46	746	0.9666	0.619	0.7547	99
Total	1318	1197	42	5646	0.9691	0.1749	0.2963	110
INS	0	0	0	4885	NA	0	NA	110
DEL	1318	1197	42	761	0.9691	0.6113	0.7497	110
Total	1254	1141	38	5702	0.9706	0.1667	0.2845	133
INS	0	0	0	4885	NA	0	NA	133
DEL	1254	1141	38	817	0.9706	0.5827	0.7282	133
Total	1156	1049	35	5794	0.9706	0.1533	0.2648	167
INS	0	0	0	4885	NA	0	NA	167
DEL	1156	1049	35	909	0.9706	0.5358	0.6905	167
Total	1092	997	35	5846	0.9689	0.1457	0.2533	180
INS	0	0	0	4885	NA	0	NA	180
DEL	1092	997	35	961	0.9689	0.5092	0.6676	180
Total	931	863	28	5980	0.9708	0.1261	0.2232	250
INS	0	0	0	4885	NA	0	NA	250
DEL	931	863	28	1095	0.9708	0.4408	0.6063	250
Total	704	668	19	6175	0.9737	0.0976	0.1774	350
INS	0	0	0	4885	NA	0	NA	350
DEL	704	668	19	1290	0.9737	0.3412	0.5053	350
Total	523	506	14	6337	0.9739	0.0739	0.1374	450
INS	0	0	0	4885	NA	0	NA	450
DEL	523	506	14	1452	0.9739	0.2584	0.4084	450
Total	413	400	12	6443	0.9718	0.0585	0.1104	550
INS	0	0	0	4885	NA	0	NA	550
DEL	413	400	12	1558	0.9718	0.2043	0.3376	550
Total	319	304	7	6539	0.9785	0.0444	0.0849	650
INS	0	0	0	4885	NA	0	NA	650
DEL	319	304	7	1654	0.9785	0.1553	0.2681	650
